Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
4/23/2013,20:38:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,RIVER RD / CARDEROCK SPRINGS,38.9977336,-77.17059733,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,BMW,535I,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.9977336, -77.1705973333333)"
6/14/2012,13:23:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,VEIRSMILL RD / GRIDLEY RD WHEATON,39.05622623,-77.08330338,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,,A - Marked Patrol,"(39.0562262333333, -77.0833033833333)"
3/30/2012,18:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,W. DIAMOND AVE/WATER ST,39.14196368,-77.218079,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,FORD,4S,GRAY,Citation,13-401(h),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1419636833333, -77.218079)"
10/25/2013,13:04:00,MCP,"4th district, Wheaton",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,CONNECTICUT AVE AT DEAN DRIVE,39.07265833,-77.07783333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,Citation,22-412.3(c2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0726583333333, -77.0778333333333)"
8/21/2012,18:30:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL,RT 495 @ CONNECITCUT AVE,38.9834479,-77.09319432,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,LEXUS,TK,WHITE,Citation,21-902(c1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9834479, -77.0931943166667)"
6/9/2013,8:36:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,DARNSTOWN ROAD @ DUFIEF DRIVE,39.10686358,-77.23450718,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,SILVER,Citation,21-902(a1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1068635833333, -77.2345071833333)"
7/23/2013,20:17:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,WOOTTON PARKWAY @ W EDMONSTON DRIVE,39.070125,-77.14140167,No,No,No,No,No,No,No,No,No,No,GA,02 - Automobile,2011,CHRYSLER,TOWN AND COUNTR,SILVER,Citation,13-411(d),Transportation Article,No,WHITE,F,ROCKVILLE,MD,GA,A - Marked Patrol,"(39.070125, -77.1414016666667)"
3/7/2013,20:38:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,WHITES FERRY / MORROW,39.12404167,-77.364615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HOND,4S,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,Q - Marked Laser,"(39.1240416666667, -77.364615)"
10/20/2013,10:31:00,MCP,"3rd district, Silver Spring",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,13100 COLUMBIA PIKE - VERIZON BLDG,,,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,COROLLA,TAN,Citation,20-105.1,Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,
2/20/2012,11:26:00,MCP,"4th district, Wheaton",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,UNIVERSITY BLVD W. (W/B) / INWOOD AVE,39.04047748,-77.0485328,No,No,No,No,No,Yes,No,No,No,No,DC,02 - Automobile,1995,TOYOTA,CAMRY 4S,GREEN,Citation,22-412.2(d),Transportation Article,No,BLACK,M,WASHINGTON DC,DC,DC,A - Marked Patrol,"(39.0404774833333, -77.0485328)"
5/28/2013,9:22:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,OLD GEORGETOWN RD / CORDELL AVE,38.98883333,-77.099825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,E320,TAN,Citation,22-412.3(b),Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(38.9888333333333, -77.099825)"
6/22/2012,13:38:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,WILSON LANE AT OLD GEORGETOWN ROAD,38.98742805,-77.10343038,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,LEXUS,ES 330,TAN,Citation,13-401(h),Transportation Article,No,BLACK,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.98742805, -77.1034303833333)"
2/23/2012,11:38:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK NOT CONTRIBUTING TO ACCIDENT,WAYNE AVE AND DIXON AVE,38.99347992,-77.02812417,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,CAMRY,RED,Citation,21-502(a2),Transportation Article,No,HISPANIC,M,MONTGOMRY VLG,MD,MD,A - Marked Patrol,"(38.9934799166667, -77.0281241666667)"
2/12/2012,14:30:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VEIRS MILL RD @ PARKLAND DR,39.06204963,-77.09296108,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,F-150,RED,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0620496333333, -77.0929610833333)"
2/2/2012,17:26:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,EXECUTIVE/MONTROSE PARKWAY,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1994,HONDA,CIVIC,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,F,CORAOPOLIS,PA,PA,A - Marked Patrol,
6/2/2012,17:00:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,CLAREDON RD @ BETHESDA AVE,38.98064183,-77.10076827,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,MERCEDES,SUV,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9806418333333, -77.1007682666667)"
5/22/2012,18:30:00,MCP,"4th district, Wheaton",PERSON WITH MD REG. VEHICLE FAILING TO TRANSPORT CHILD WEIGHING 40 LBS OR LESS IN CHILD SAFETY SEAT,UNIVERSITY BLVD W AND VEIRS MILL RD,39.04251097,-77.0598953,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,NISSAN,SENTRA,BLACK,Citation,22-412.2(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0425109666667, -77.0598953)"
2/13/2012,10:30:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,REEDIE DR / FERN ST,39.04092295,-77.04706268,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,AEROSTAR,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,MT RAINER,MD,,A - Marked Patrol,"(39.04092295, -77.0470626833333)"
5/27/2014,12:57:00,MCP,"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,KENTLANDS BLVD/GREAT SENECA HWY,39.12350333,-77.23419333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,COBALT,YELLOW,Citation,13-411(f),Transportation Article,No,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.1235033333333, -77.2341933333333)"
4/5/2012,23:39:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,636 UNIVERSITY BLVD,39.00034268,-76.99515998,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,OLDSMOBILE,EIGHTYEIGHT,MAROON,Citation,13-401(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0003426833333, -76.9951599833333)"
5/6/2012,0:40:00,MCP,"6th district, Gaithersburg / Montgomery Village",CAUSE TO BE DISPLAYED SUSPENDED LIC.,11606 MIDDLEBROOK RD,39.17887973,-77.23998302,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,SILVER,Citation,16-301(e),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1788797333333, -77.2399830166667)"
11/17/2012,2:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 48 MPH IN A POSTED 35 MPH ZONE,CLOPPER @ SENECA CREEK STATE PARK,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2004,NISSAN,350Z,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
1/19/2012,23:59:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,MACARTHUR BLVD @ BRICKYARD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MERCEDEZ,E350,SILVER,Citation,21-902(a2),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
5/30/2012,20:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GREAT SENECA HWY @ MUDDY BRANCH RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006,CHEVY,2500,GREEN,Citation,21-902(a2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
5/7/2012,13:40:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,PLYERS MILL & ST PAUL,39.02965102,-77.0708818,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,SATURN,4H,"GREEN, LGT",Citation,22-412.3(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0296510166667, -77.0708818)"
2/7/2012,22:47:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,GEORGIA AVE @ EVANS DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,4S,BLACK,Citation,21-801.1,Transportation Article,No,BLACK,M,FORESTVILLE,MD,MD,A - Marked Patrol,
4/30/2013,13:06:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING ON LEFT SIDE OF ROADWAY IN POSTED NO PASSING ZONE MARKED BY PAVEMENT STRIPING,EB WASHINGTON GROVE LN/MCCAULEY ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,CHEV,1500 Z71,BLACK,Citation,21-307(c),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
3/17/2012,15:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,N. FREDERICK AT PROFESSIONAL DRIVE,39.1618251,-77.22416283,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,KIA,OPTIMA,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1618251, -77.2241628333333)"
2/14/2012,8:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ROCKVILLE PIKE/ALTA VISTA RD,39.01363427,-77.09893852,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,MERCEDEZ,CLK350,WHITE,Citation,16-112(c),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0136342666667, -77.0989385166667)"
4/22/2014,9:09:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,GREAT SENECA /  CLOPPER,39.16131833,-77.27991333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,CHEVROLET,VAN,WHITE,Citation,22-412.3(b),Transportation Article,No,ASIAN,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.1613183333333, -77.2799133333333)"
3/30/2012,1:30:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE @ DALE,38.9979136,-77.02107827,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,RAV4,WHITE,Citation,21-204(b),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9979136, -77.0210782666667)"
5/13/2013,22:58:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,CHAPMAN AVE AND BOU AVE,39.05644732,-77.1191972,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-202(h1),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0564473166667, -77.1191972)"
1/18/2012,14:12:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,I/L I495 @ GEORGIA AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,MERCURY,SABLE,"GREEN, DK",Citation,13-409(b),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
5/11/2014,23:27:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,SHADY GROVE RD/PINEY MEETINGHOUSE RD,39.08320667,-77.21771167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,PILOT,BLUE,Citation,21-707(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0832066666667, -77.2177116666667)"
10/29/2012,14:29:00,MCP,Headquarters and Special Operations,FAILURE TO DRIVE RIGHT OF CENTER,SB 355 / W OLD BALTIMORE RD,39.21305707,-77.24891145,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2002,TOYOTA,SIENNA,SILVER,Citation,21-301(a),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2130570666667, -77.24891145)"
5/22/2014,22:20:00,MCP,"5th district, Germantown",OPER. M/V WITH OPERATOR NOT RESTRAINED BY SEATBELT,CENTURY / AIRCRAFT,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,HONDA,ACCORD,GOLD,Citation,22-412.3(b),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,
6/9/2012,21:15:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,MONTGOMERY VILLAGE/RUSSLE,39.15570228,-77.21059957,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,QUEST,SILVER,Citation,21-202(h1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1557022833333, -77.2105995666667)"
9/2/2012,11:29:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE AT COLESVILLE RD,38.99507998,-77.02754135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYT,4S,SILVER,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9950799833333, -77.02754135)"
8/5/2012,22:35:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GERMANTOWN RD @ SCENERY RD,39.19265262,-77.23577505,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYO,SOLARA,SILVER,Citation,21-707(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1926526166667, -77.23577505)"
1/14/2012,2:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,WOODFIELD RD. @ EMORY GROVE RD.,39.1497684,-77.23392782,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1988,CHEV,MONT,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497684, -77.2339278166667)"
3/27/2012,23:07:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDPRE RD @ CONNECTICUT AVE,39.08477965,-77.07810733,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,FORD,FOCUS,RED,Citation,21-707(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.08477965, -77.0781073333333)"
3/1/2012,23:48:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,RT 355 @ EDUCATION BLVD,39.13977273,-77.19374697,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACURA,2S,WHITE,Citation,22-204(f),Transportation Article,No,WHITE,M,DAGSBORO,DE,DE,A - Marked Patrol,"(39.1397727333333, -77.1937469666667)"
8/25/2012,20:52:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB COLUMBIA PIKE AND BRIGGS CHANEY RD,39.07580212,-76.95384677,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2001,MERCEDES,C320,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0758021166667, -76.9538467666667)"
5/16/2012,20:23:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,E RANDOLPH RD & FAIRLAND RD,39.07551717,-76.99410137,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,CORROLA,SILVER,Citation,21-402(a),Transportation Article,No,OTHER,F,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0755171666667, -76.9941013666667)"
11/22/2012,3:49:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,MUDDY BRANCH RD AND GREAT SENECA HWY,39.14966793,-77.23389702,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ACCORD,SILVER,Citation,21-902(b1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1496679333333, -77.2338970166667)"
7/11/2012,1:05:00,MCP,"4th district, Wheaton",USE MOTOR SCOOTER ON HWY. W/O FUNC FRT LIGHT AND REAR REFLECT IN UNFAVORABLE VISIBILITY,PRINCE PHILLIP ROAD AND ST. THERESA DR,39.14223118,-77.06127157,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2010,RIELLA,SCOOTER,WHITE,Citation,21-1207(a),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.1422311833333, -77.0612715666667)"
6/9/2012,2:12:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,12131 SELFRIDGE ROAD,,,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,COROLLA,SILVER,Citation,21-902(a2),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/10/2012,17:40:00,MCP,"1st district, Rockville",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,UNIVERSITY BLVD AT PINEY BRANCH RD,38.99996197,-76.99516013,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-203(c),Transportation Article,No,BLACK,F,TAKOMA PARK,MD,MD,B - Unmarked Patrol,"(38.9999619666667, -76.9951601333333)"
8/31/2014,11:27:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 30 MPH ZONE,ROUTE 198/SANTINI ROAD,39.10696833,-76.93983833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,ACURA,INTEGRA,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,D - Unmarked VASCAR,"(39.1069683333333, -76.9398383333333)"
2/6/2012,19:47:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 26-204,NB OLD GEORGETOWN RD / GREENTREE RD,39.00097227,-77.10954738,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,ODYSSEY (VAN),"BLUE, LIGHT",Citation,16-303(h),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0009722666667, -77.1095473833333)"
11/23/2013,16:09:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PINEY BRANCH RD / ARLISS RD,38.9987195,-77.00150402,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,CAMRY,TAN,Citation,13-401(h),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9987195, -77.0015040166667)"
1/15/2013,16:30:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE / ROSSMOOR BLVD,39.10765933,-77.07588953,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,4S,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1076593333333, -77.0758895333333)"
6/1/2012,8:19:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,OLD GEORGETOWN @ DEMOCRACY,39.02567765,-77.12588735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,HIGHLANDER,BLUE,Citation,22-412.3(b),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,L - Motorcycle,"(39.02567765, -77.12588735)"
10/3/2012,17:46:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,STRINGTOWN RD @ SNOWDEN FARM PKWY,39.20273473,-77.24572017,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,VAN,GREEN,Citation,13-411(f),Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2027347333333, -77.2457201666667)"
5/29/2012,1:39:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",MIDDLEBROOK RD/FREDERICK RD,39.18450367,-77.2629222,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1990,FORD,PICK UP,BLUE,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1845036666667, -77.2629222)"
4/12/2012,21:53:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,MEADOW HALL DR @ VEIRS MILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,ODYSSEY,GREEN,Citation,21-707(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,
3/14/2012,1:49:00,MCP,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,S/B FREDERICK RD / HIGH POINT DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,PONT,2S,RED,Citation,21-902(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,CA,A - Marked Patrol,
3/26/2013,14:57:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,RANDOLPH RD @ GLENMONT CIR,39.05840965,-77.04929198,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HYUNDAI,TUSCON,"BLUE, LIGHT",Citation,16-303(d),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.05840965, -77.0492919833333)"
3/22/2013,22:37:00,MCP,Headquarters and Special Operations,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,ROUTE 108 AND ROUTE 97,39.154605,-77.06908333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVY,COBALT,SILVER,Citation,18-106(b),Transportation Article,No,BLACK,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.154605, -77.0690833333333)"
9/9/2012,14:28:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,CONNECTICUT AVE @ EVERETT ST,39.01964648,-77.07693467,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,MAZD,4S,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,COLLEGE PARK,MD,MD,Q - Marked Laser,"(39.0196464833333, -77.0769346666667)"
5/8/2012,12:35:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,10901 WESTLAKE DRIVE,39.0346286,-77.14672548,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2004,LINCOLN,4D SEDAN,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,SPRINGFIELD,VA,VA,Q - Marked Laser,"(39.0346286, -77.1467254833333)"
